area_sqft,floors,city,property_type,quality,bricks,cement_bags,sand_cft,steel_kg,water_litres,pop_kg,paint_litres,tiles_sqft,aggregate_cft,labour_days,working_days,total_cost_inr
3900,2,delhi,residential,standard,320928,5471,18671,45450,314831,5714,3003,3244,11075,8099,1137,20036387
850,4,pune,residential,basic,118746,1635,6346,17163,169863,1654,938,1284,4925,3178,416,6535151
1600,2,delhi,residential,standard,145757,2204,6942,15618,159220,2252,1115,1165,4786,3197,476,8284506
1600,2,mumbai,residential,standard,178758,2483,9056,23734,140263,3114,1248,1156,5898,3719,479,10115667
2050,1,kolkata,residential,premium,107500,1475,5608,14429,98249,2843,961,826,3265,2296,452,6554938
4950,1,jaipur,residential,premium,234225,3464,13503,32361,201625,5925,2479,2135,8796,6119,1020,14598456
3950,2,bangalore,commercial,basic,378629,5249,21719,54339,322955,5690,2331,3397,14029,9494,932,16048450
1200,3,hyderabad,residential,standard,151972,2378,8139,21904,145563,2866,1181,1431,5496,3788,495,9302129
1400,2,ahmedabad,residential,standard,97846,1387,4715,10495,130002,2070,900,1091,3575,2396,405,5944987
1200,5,pune,residential,standard,255716,3801,14631,28123,275260,4755,2120,2292,8717,5930,957,15097272
2100,2,pune,residential,premium,264573,3845,15157,31092,187831,4231,2123,1658,10481,6785,831,16886818
850,3,lucknow,residential,standard,77807,1290,3988,9464,106414,1712,890,1086,2702,1699,402,4695330
450,1,ahmedabad,industrial,standard,12106,172,642,1426,18856,369,174,168,399,325,62,927861
3250,1,pune,commercial,premium,235140,4012,13798,37233,157450,2835,1774,1285,10564,6609,710,13043113
800,3,pune,residential,standard,105360,1701,5508,14878,102685,1785,770,971,4179,2724,326,6028191
4750,2,bangalore,residential,standard,448217,6685,21957,47016,381294,8960,3603,4157,17344,9600,1317,27806986
1050,1,delhi,residential,standard,45688,778,2382,5372,47046,743,398,438,1942,1173,144,2716662
800,3,delhi,residential,standard,108933,1568,6055,16190,117812,1449,937,899,3952,2855,370,6647489
1200,2,bangalore,residential,standard,110258,1746,6476,15341,100428,1927,802,948,3873,2837,324,6523563
4850,3,kolkata,industrial,standard,430154,6316,23538,54286,691972,13985,4501,5278,14830,11444,2271,33314446
3200,5,chennai,residential,premium,985044,15596,51727,137345,733690,18038,8281,6478,38227,22141,3049,60116135
3650,1,chennai,industrial,standard,124080,2055,6260,16596,162382,2216,1305,1335,4795,2915,517,9099243
1500,4,pune,commercial,standard,314340,4938,18836,47382,266925,4992,1917,2392,11433,8596,878,15189404
4200,1,delhi,residential,basic,142924,2383,8470,21463,184250,3260,1118,1860,5380,3518,475,8533718
3700,4,pune,residential,premium,888872,13761,51410,121590,715207,13805,7138,6633,32876,20134,3375,57825062
3000,2,mumbai,residential,premium,445018,7256,25087,61098,265615,5702,3246,2483,15557,11000,1270,28590505
4650,1,bangalore,commercial,basic,217388,3252,11816,26936,205493,3062,1191,1859,6882,4754,561,9604496
2100,3,delhi,industrial,standard,235922,3082,11354,26740,263046,4632,2424,2652,9139,5784,986,16491601
4450,3,hyderabad,commercial,standard,685037,11308,37882,105120,550439,11835,4343,5043,27705,16129,2165,34766477
550,3,jaipur,industrial,standard,45886,607,2595,6342,80641,1339,516,647,1517,1183,247,3260011
1900,1,bangalore,industrial,standard,69902,1000,4200,9094,83362,1626,751,745,2473,1808,296,5226836
4900,2,hyderabad,commercial,standard,551165,8389,28389,60895,479594,7217,3878,4176,17405,14307,1370,25141199
750,1,mumbai,residential,premium,51921,770,3309,7785,37433,837,322,314,1690,1192,170,3454051
2350,2,hyderabad,residential,standard,197859,3099,10601,21586,194567,3786,1632,1840,6231,4888,690,11412321
1450,1,kolkata,residential,standard,54692,740,2895,7854,69689,1373,563,640,2154,1409,215,3169049
3900,2,bangalore,commercial,premium,691921,9680,35884,93273,376771,8290,4366,3372,22407,14744,1793,32101468
2900,4,hyderabad,residential,standard,480809,6839,23932,56357,557384,8759,4358,5086,14769,13026,1909,28168238
2750,2,delhi,commercial,standard,332813,4459,16545,35805,228985,4606,1969,2197,10650,7205,806,14663769
3950,3,delhi,residential,standard,502644,7893,30981,76947,506168,10413,4504,4758,21256,13132,1940,30507113
850,1,ahmedabad,residential,premium,39899,605,2114,5159,38962,964,373,381,1649,1034,184,2648204
400,1,ahmedabad,commercial,standard,17327,277,1089,2405,16004,359,123,168,612,393,60,841630
4400,3,kolkata,commercial,standard,571948,9015,31054,76003,645589,10275,4807,5004,24877,14355,1966,29250487
2950,3,jaipur,industrial,standard,220510,3385,11470,34037,424959,7577,2655,3761,7796,5908,1247,18111093
650,1,jaipur,residential,standard,19651,345,1194,3155,30438,548,205,290,823,508,101,1265346
850,2,bangalore,residential,premium,100584,1696,6283,14665,70579,2044,916,668,3464,2767,389,7286318
1100,2,ahmedabad,residential,standard,69533,1117,4483,11427,105076,1456,855,972,2419,1957,337,4612147
2350,2,delhi,industrial,standard,157196,2783,9427,23319,198867,3714,1569,1763,6698,4305,750,12726689
550,4,mumbai,residential,standard,110080,1595,6664,13261,107245,1912,737,898,4635,2601,333,6923506
2400,2,kolkata,industrial,basic,105127,1544,6443,13663,231185,3057,1202,1764,3614,2829,598,8070478
1050,2,lucknow,residential,standard,63084,991,3236,9310,84840,1353,782,825,2314,1645,297,3992681
2450,3,lucknow,residential,standard,222671,3571,11280,27670,299516,6016,2436,2873,8135,6179,1193,13278617
2500,2,jaipur,residential,standard,154951,2379,9360,21414,207096,3466,1982,2140,5084,3646,821,10124816
4050,1,ahmedabad,commercial,standard,175005,2578,11048,22398,187927,3498,1427,1767,7202,4097,556,8379439
1700,2,delhi,residential,premium,193011,3083,10948,28457,145109,3504,1748,1325,8287,4512,760,13598433
1450,1,bangalore,residential,basic,53612,761,2962,6950,61039,992,453,546,1792,1387,181,2932427
2400,2,delhi,residential,standard,210803,3016,11491,24935,217187,3651,1503,1849,8338,4567,695,13569654
1500,5,pune,residential,premium,467511,6533,26201,54334,312182,7606,4046,3097,16453,10209,1687,27814546
4500,1,ahmedabad,residential,standard,164850,2358,8836,17530,198838,4269,1666,1675,6194,3645,629,9464484
2350,1,jaipur,commercial,basic,80799,1170,4856,11628,104890,1443,602,1055,2724,1987,261,3591650
4700,2,delhi,residential,standard,411809,6857,25368,51179,398572,9284,2932,4163,13806,9038,1283,24307003
1100,1,pune,residential,standard,48805,664,2543,5686,54239,1034,348,412,1656,1262,159,2790960
2700,1,mumbai,residential,standard,148391,2051,7317,18508,108219,2548,997,1097,5737,3309,403,8953925
2850,4,kolkata,residential,standard,385267,6476,24569,58316,506096,7818,3891,4740,12765,8935,1772,25163328
4200,5,ahmedabad,residential,basic,541820,9556,33061,62804,869198,12643,6051,7758,21597,12655,2579,33800408
4050,2,jaipur,commercial,standard,318869,4880,18318,40605,349209,8015,2819,2986,13188,8054,1219,16625664
4300,2,mumbai,residential,standard,441483,7196,22781,61983,385561,7705,3271,3029,17921,11100,1323,26437331
3600,1,mumbai,residential,basic,151338,2470,9117,18399,179595,2333,984,1562,6206,4122,448,8391036
2150,2,bangalore,industrial,basic,129982,1759,6793,15232,174892,3381,1328,1738,4982,3357,564,8710307
1150,2,delhi,residential,standard,95229,1602,5837,11829,103511,1822,771,857,3498,2236,330,6241243
4200,2,pune,residential,premium,522593,8256,27160,63372,380605,7204,4700,3034,17552,11604,1920,31655288
1900,4,pune,commercial,standard,399220,6823,20771,63126,349537,7326,2666,2707,17349,10245,1190,19939446
4600,1,jaipur,residential,basic,120749,1741,6910,17211,219431,3506,1180,2028,4041,3268,535,6985538
1150,1,ahmedabad,residential,standard,39750,594,2306,4973,47741,1099,362,418,1658,966,182,2360953
1600,2,bangalore,residential,basic,111777,1682,6211,12859,129901,2508,777,1169,4691,3176,412,6543053
2550,1,hyderabad,residential,basic,79447,1296,4325,11600,113160,1409,793,1138,3103,2081,284,4974715
1850,3,bangalore,residential,standard,237219,3919,13887,37463,271463,3929,2034,2211,8455,6130,809,16243829
3100,1,lucknow,industrial,premium,105093,1763,6303,14460,149063,3643,1677,1258,4597,2498,659,9239802
2750,2,chennai,residential,standard,217651,3334,13647,25850,267923,3752,2159,1969,8757,6073,795,14518194
3900,2,bangalore,residential,basic,270746,4736,17163,37860,347664,5206,2448,3248,11695,7083,967,15593219
2950,2,kolkata,residential,standard,205144,3508,11891,31799,272283,4917,2057,2384,7481,5593,823,13092045
3250,3,bangalore,residential,premium,654233,9156,34734,70462,428112,11136,4618,4163,25524,14171,1971,38987597
3150,1,lucknow,residential,basic,75495,1210,4250,8768,140383,2056,1001,1240,2520,2089,361,4638596
4000,2,lucknow,residential,standard,253586,3780,14365,27610,324172,5916,2828,3125,9680,6445,1115,14797494
1800,4,pune,residential,standard,288672,4896,15369,38366,295379,4867,2414,3150,12644,7530,1002,18242780
4700,3,jaipur,commercial,premium,817886,13622,48988,108953,663842,15571,6994,5276,32536,21114,2816,42014622
3200,1,hyderabad,residential,basic,104401,1634,5141,13389,153621,2201,868,1120,4336,2509,375,5907516
2100,2,lucknow,residential,basic,104569,1703,5751,12560,175414,2678,1014,1478,3884,2274,491,5771363
4950,1,jaipur,industrial,premium,185828,2621,10308,23551,247394,5820,2569,1952,7502,4468,1013,14136408
400,3,jaipur,residential,premium,58317,854,2770,8237,50293,1254,612,494,1822,1351,256,3645816
4200,4,mumbai,industrial,basic,595236,8508,32238,79988,713076,8160,4433,6930,18058,12527,1907,41593560
600,2,ahmedabad,commercial,standard,55457,814,2717,6971,58961,860,416,500,1998,1453,162,2428483
1950,3,mumbai,industrial,basic,190462,2878,10648,27298,285328,3483,1558,2227,7957,4923,751,14301503
1950,5,pune,commercial,standard,505735,8656,32490,65701,428011,6552,3511,4211,19666,14824,1546,25422198
1050,4,kolkata,industrial,basic,94746,1348,5734,10918,198833,2762,1142,1537,4130,2613,517,6839032
2350,3,bangalore,residential,basic,255859,3681,15369,35812,310624,3941,2117,2944,9613,6331,884,14618769
5000,2,ahmedabad,commercial,standard,432696,6452,26570,54604,438024,6066,3817,4047,16366,11150,1640,21709287
3550,2,kolkata,commercial,basic,268220,4070,13099,40587,293864,3963,2134,2611,9892,6780,834,11457686
2300,1,pune,industrial,standard,80061,1274,4595,9314,104274,1640,696,945,2422,1686,347,6039161
3550,2,lucknow,commercial,premium,401835,5547,23271,51063,342569,6913,3508,2683,14632,10608,1620,19930523
2500,3,kolkata,residential,standard,281964,3908,13287,38655,334176,7268,2892,3303,8640,5894,1176,16962971
1550,3,mumbai,commercial,premium,447830,7212,23631,51012,218313,4538,2063,1992,14094,9547,1028,22727874
1700,3,delhi,industrial,standard,172347,2816,10794,21470,234246,4438,1828,1928,5985,4110,773,14241104
3350,3,delhi,residential,basic,376268,5234,19497,44022,431990,6577,2909,3637,14581,8613,1178,20364727
2700,5,kolkata,residential,standard,468411,7632,28177,53718,666091,8237,5355,5414,19885,11647,2009,31042285
4100,2,hyderabad,residential,premium,479736,7333,26654,60662,377968,8063,4404,3562,14541,10460,1595,29247450
2800,1,jaipur,residential,standard,95889,1354,5038,13198,135308,2600,844,1086,3149,2395,390,5490827
2100,3,delhi,industrial,basic,163575,2538,9497,26201,266098,3891,1661,2386,5493,4180,756,12221055
4150,3,lucknow,residential,basic,284332,4288,17881,33393,607499,7932,3132,5350,11921,8511,1420,17451488
2400,1,hyderabad,residential,standard,96547,1631,5351,13104,109014,1625,895,904,3036,2353,333,5711164
600,1,mumbai,residential,standard,32744,473,1685,4144,26341,593,215,267,1027,709,97,1920730
1850,1,bangalore,residential,standard,90225,1176,5002,12468,88965,1132,673,773,2709,2326,294,5434893
3550,3,bangalore,residential,standard,468645,7028,28625,53263,472422,8376,3625,4492,19479,11536,1530,28673376
3200,1,bangalore,commercial,standard,183517,3120,10095,21522,138991,2443,1084,1302,7453,4921,482,8674307
4900,3,delhi,commercial,basic,688989,9997,37946,87126,624088,8746,4538,5817,28120,16244,1653,28312993
4950,2,bangalore,commercial,standard,628059,8214,28970,64490,492066,6309,3594,3550,20435,14797,1506,27275931
4400,4,hyderabad,industrial,standard,615716,8712,31468,76043,848263,13206,7022,6195,22567,15751,2868,44861110
550,3,pune,residential,standard,65739,993,3748,9922,78612,1397,630,717,2955,1617,235,4490265
3000,4,ahmedabad,commercial,premium,798780,11646,43192,97830,488610,11230,6508,5370,27121,18603,2390,38000539
2650,2,lucknow,industrial,basic,98320,1526,5360,13804,215694,3363,1642,2374,3526,2344,620,7389112
2650,1,kolkata,industrial,standard,73521,1224,3855,10753,107986,1686,1050,994,2666,1927,418,5694964
1300,2,jaipur,residential,standard,85970,1267,4643,11667,121858,1957,896,1016,2909,2099,364,5002423
1750,2,jaipur,residential,standard,121906,1783,6274,16068,142461,3198,1284,1549,3710,2645,530,6899191
1300,3,chennai,residential,standard,176135,2504,9627,19275,176432,2540,1214,1664,6998,4013,642,9806443
3250,1,jaipur,industrial,basic,69892,1014,3951,8531,156777,1855,891,1164,2543,1844,414,4809104
2650,2,chennai,residential,standard,219699,3712,12644,24377,222487,3237,1831,2035,8432,4830,750,13862216
4200,2,ahmedabad,residential,basic,225333,3554,12094,33003,375454,5505,2214,3610,7970,5341,947,13544062
800,3,jaipur,residential,standard,81677,1296,4602,9191,103864,1861,750,936,3295,1772,375,4742029
1650,1,delhi,residential,standard,75200,1167,3955,8403,72135,1156,508,649,2609,1560,262,4304157
600,2,hyderabad,residential,basic,39539,650,1981,4887,56473,706,316,450,1362,965,149,2173740
3850,2,delhi,residential,standard,363139,5364,20180,43561,364549,5771,2417,3407,10653,8669,1255,20896490
4450,4,kolkata,residential,premium,859790,12814,45612,102399,770972,22727,9320,6451,30483,24126,3785,61327138
4150,1,jaipur,residential,standard,142039,1867,7966,16909,188270,2546,1414,1636,4594,3040,643,8573314
2250,3,kolkata,residential,standard,233395,3348,13125,31127,276308,4156,2291,2594,9034,6438,1097,15060036
400,4,mumbai,residential,premium,124241,1961,6230,14388,70013,1988,810,610,4537,2900,348,7558763
1200,2,kolkata,residential,standard,90341,1373,4921,12391,97149,2012,939,917,2797,2270,350,5209802
2250,3,bangalore,residential,standard,316678,4860,17187,45087,272473,6216,2055,2933,9721,8222,1091,18494571
3500,1,kolkata,residential,standard,131056,1795,7670,17362,147875,2152,1362,1268,4516,2858,530,7946100
450,4,ahmedabad,residential,standard,60538,857,3390,7095,79348,1194,620,666,2348,1424,265,3902420
1250,1,pune,industrial,standard,39766,599,2341,6060,52596,767,457,476,1684,991,181,3175318
4500,2,hyderabad,industrial,standard,290170,4441,16927,37181,382995,8060,3289,3803,9241,7752,1468,23444372
1100,2,ahmedabad,residential,basic,60117,943,3094,7276,89670,1176,700,798,2283,1341,249,3322494
2250,2,lucknow,commercial,premium,267546,3654,12964,29405,190063,4410,2223,1673,9169,5828,863,12667649
3000,4,pune,residential,standard,526527,7192,27898,60143,593391,11907,4087,5375,17415,11837,1950,32630767
5000,2,ahmedabad,residential,premium,505717,7488,28206,59452,470410,10382,4590,3809,17004,12210,2053,29972284
4350,2,pune,commercial,standard,471832,8032,25565,54793,359374,6769,2691,3767,17213,11215,1411,23520559
3900,3,pune,industrial,premium,512399,8623,29976,76361,557692,10472,6130,4215,21521,13760,2285,47098358
1700,4,pune,residential,standard,306460,4763,15579,41202,338648,4648,2128,3054,9091,6916,1094,18410084
3100,3,ahmedabad,residential,premium,426606,7077,24185,53880,389816,11892,4107,3452,17665,10332,1830,29175169
4250,3,hyderabad,commercial,standard,689428,9821,37402,96933,599257,9165,3979,5729,26102,16579,1927,31987002
4450,1,jaipur,residential,basic,107403,1855,5924,14167,203495,3288,1343,1756,4245,3166,583,6587470
2950,4,jaipur,residential,standard,410619,6484,21849,58326,480073,7140,4487,5136,13699,10405,1854,24158409
2300,3,delhi,commercial,standard,385642,6571,23258,56532,312358,5252,2744,2701,12128,10884,935,19235306
1550,5,ahmedabad,commercial,premium,486873,7748,25611,53678,340045,10329,4144,2891,16914,11899,1584,24181470
3450,2,pune,industrial,premium,315857,4849,18654,44167,343809,9115,3626,3032,11847,8691,1326,26981948
4950,2,kolkata,residential,basic,302541,4169,16627,31270,443198,6557,2815,3807,9959,7767,1180,16425017
1900,1,lucknow,residential,premium,81879,1236,4052,10031,83520,2601,890,709,2585,2100,422,5641115
4600,3,kolkata,residential,standard,507811,8051,29112,62497,657915,11639,4865,5446,19936,12905,2170,31267496
3550,3,jaipur,residential,basic,264669,4157,14861,37309,486699,7605,3187,4453,10207,6549,1269,16411387
4800,2,kolkata,residential,premium,470672,7769,24327,62972,477692,8336,4893,3901,18643,13256,2170,31890760
1950,1,jaipur,residential,premium,93139,1466,5378,13146,88120,2706,1054,790,2850,2005,436,5676037
1000,2,mumbai,commercial,standard,125617,2202,6664,19616,96825,1867,688,719,5676,3114,322,6202573
2350,2,kolkata,residential,standard,172960,2476,9687,21564,200855,3082,1488,1828,5621,4131,730,10453204
2000,1,pune,commercial,basic,87312,1442,4678,11770,84708,1566,577,834,3124,1975,239,4083397
3100,3,hyderabad,commercial,premium,652153,10933,40539,89482,392077,11913,4654,3784,22075,15874,1775,35053622
3350,1,kolkata,residential,standard,120744,1948,6030,13243,143684,2454,1157,1273,4206,2975,458,7016427
2500,3,pune,residential,premium,416256,7051,24485,52184,343834,9426,3514,2978,14695,11295,1479,28494845
2600,2,mumbai,commercial,standard,377381,5210,17459,48117,253595,3515,2071,1875,13295,9001,855,16071847
2150,2,jaipur,residential,premium,210513,2798,11343,24731,189689,4613,1986,1755,6296,4394,967,13063089
1100,1,pune,residential,premium,60463,981,3759,8189,49136,1510,462,414,2167,1573,228,4426637
400,2,mumbai,residential,standard,44521,613,2294,5165,36336,766,275,297,1632,917,113,2674631
850,2,delhi,residential,standard,75426,1242,4129,9921,78845,1498,601,693,2786,1973,250,4465533
800,2,hyderabad,residential,standard,69302,944,3636,9958,68957,1494,564,710,2086,1685,251,4164253
4050,3,pune,residential,standard,492818,8588,26546,74230,518319,8465,3693,5015,17920,11853,1889,31650433
4650,3,jaipur,commercial,standard,586100,9024,30642,80483,559807,10555,5189,5370,19458,15867,2264,27698858
3550,2,mumbai,residential,basic,299039,4995,14795,37615,348325,5221,1812,3165,9710,7156,802,16333852
2900,5,bangalore,residential,standard,670053,9518,33981,88446,709756,11402,4469,5387,27496,17330,2080,39433685
1450,2,chennai,residential,basic,105167,1457,5535,12925,129668,1539,777,1043,4020,2274,335,5550771
1300,3,mumbai,residential,premium,280692,4403,14050,39750,193646,5047,2170,1691,11098,7119,836,18424776
3700,1,delhi,residential,standard,169092,2442,8533,18738,166627,2896,1196,1446,6844,3938,586,10071078
2500,2,bangalore,residential,basic,169590,3079,10572,21327,213035,3566,1484,1865,6820,4405,562,10149018
3950,4,delhi,residential,premium,959258,16377,55765,119821,652910,21650,8187,6807,30568,26036,3645,63845477
4450,2,lucknow,commercial,basic,281380,4565,16873,42787,367169,7011,2794,3469,10466,7260,963,12467916
4150,2,hyderabad,residential,basic,287482,4425,14142,40642,375693,6356,2146,2974,10121,6354,1069,16011514
3550,2,kolkata,commercial,standard,328989,5537,16961,40808,289936,5199,2599,3156,10409,7190,1026,16218890
3500,2,delhi,industrial,standard,249536,3567,14000,26909,291557,4761,2643,2451,8743,5544,1017,17981105
4250,2,lucknow,industrial,basic,160324,2544,10240,20913,391897,4214,2710,3469,6081,4355,930,11808749
3650,2,ahmedabad,residential,premium,347986,4939,20699,52173,327484,8053,3326,2675,12435,7955,1532,22400801
1650,3,kolkata,residential,standard,184376,2887,10817,20520,219192,3121,1734,2134,7017,3892,755,10585541
1600,2,jaipur,residential,basic,87484,1254,4294,11828,135344,2333,775,1204,2873,2255,391,4568715
3350,4,lucknow,commercial,standard,512860,8520,28868,79006,612894,12031,4109,5871,23167,11992,1852,24897907
1050,3,bangalore,residential,standard,137954,2332,7829,21438,147802,2765,1230,1213,5951,3964,481,9111442
4600,4,hyderabad,commercial,standard,1031994,15225,54111,143868,917389,12421,5804,7793,33434,23276,2831,44783618
4450,2,hyderabad,residential,standard,336423,5251,20081,45371,405397,6816,3200,3802,11350,8970,1231,22082396
2450,2,delhi,residential,standard,211700,3064,11568,30244,221238,3839,1863,1750,6815,5456,794,12745273
2800,2,lucknow,residential,standard,181391,2654,10603,21059,245816,4758,2050,2214,5916,4383,766,10172478
3000,3,kolkata,residential,basic,242034,4314,14451,34619,429136,4397,2716,3826,8715,6102,1002,15455081
3750,3,kolkata,commercial,standard,522536,8255,30520,80239,450718,9774,4040,4479,19469,14368,1553,24573652
3150,2,kolkata,residential,standard,210219,3552,13767,33668,259519,3832,2307,2541,7916,5223,1029,14053844
4200,2,chennai,residential,standard,337177,5928,20143,52699,400403,5597,3149,3680,13550,8257,1261,22420997
3250,3,pune,residential,basic,344412,4673,16404,38396,440404,7595,2792,4033,10142,9040,1182,19932303
3750,2,hyderabad,residential,basic,227449,3541,12599,32112,370745,4572,2175,3090,8504,6247,813,14367020
2500,3,jaipur,industrial,standard,190485,2839,9911,25660,349607,7387,2370,2695,7131,5194,1074,15602179
2250,2,hyderabad,residential,standard,170724,3033,9004,23155,206838,2705,1452,1622,6679,4255,611,11552048
4850,3,jaipur,residential,premium,650338,10981,35841,75364,678940,13027,6883,6182,23224,15275,3335,45404904
3450,3,hyderabad,commercial,basic,413030,6250,23112,60521,475497,6178,3173,3924,18547,10775,1189,18465677
1700,4,bangalore,residential,standard,330537,5028,15511,40748,274798,6149,2143,2547,9888,7530,1002,18472215
4800,5,mumbai,residential,standard,1184693,17430,71868,184555,971728,23414,7417,9668,39177,29173,3933,74743176
4300,3,delhi,residential,standard,563267,9243,29918,69906,588574,10789,4618,5165,20033,12232,1801,35371743
3000,1,ahmedabad,commercial,basic,102209,1611,6126,14777,121287,1774,755,1236,4250,2767,360,4562827
3000,2,mumbai,residential,standard,314114,5265,18370,34397,262504,4347,1970,2216,11856,7199,867,19832996
2250,2,ahmedabad,residential,standard,157919,2187,7686,22276,198748,4029,1736,1906,5894,4028,727,9833904
1700,1,kolkata,commercial,standard,73457,1244,4222,8950,83859,1247,665,660,3178,2116,266,3612609
1700,5,chennai,residential,standard,342369,6038,19631,50674,377901,6240,3204,3803,12597,8250,1353,21432203
550,1,mumbai,residential,standard,26704,415,1667,3343,24247,346,184,219,1230,620,75,1797158
4600,5,delhi,residential,standard,936429,15288,58119,109512,992062,22882,8995,8840,41936,22018,3125,64713716
3800,2,kolkata,residential,standard,258514,3792,15529,35202,333463,6298,2358,2946,11199,7060,1208,17226372
1450,4,jaipur,commercial,basic,187599,2964,9668,29239,233450,4036,1498,2393,6205,4573,751,8585866
1650,4,pune,residential,basic,212951,3270,11038,24176,305094,4835,1702,2465,9541,5290,755,12256786
4950,3,mumbai,residential,premium,1139203,17043,63063,130287,681860,15482,6954,6369,45380,26556,3220,68682101
4950,2,lucknow,residential,premium,412275,6579,22842,53307,433973,10368,4637,3893,15259,9949,2156,27037618
4050,2,mumbai,commercial,premium,729536,11564,45912,88907,403294,9018,3467,3106,23984,18442,1586,39376761
1850,2,ahmedabad,residential,premium,186911,2863,9329,24952,159464,3985,1891,1439,6903,4440,778,11593495
3650,3,ahmedabad,residential,standard,385783,5351,22213,45778,539152,6682,3324,4453,15487,9842,1565,23328627
3150,1,mumbai,residential,premium,225856,3705,13053,27867,148320,2761,1598,1115,7825,5182,614,15372961
1450,3,chennai,residential,standard,195230,2948,9634,20838,188906,3908,1663,1750,5775,3960,669,11183330
2650,4,hyderabad,industrial,basic,277327,4160,16626,33758,495627,7002,2844,4372,10746,7050,1285,19125326
1400,2,mumbai,commercial,standard,200124,3069,10626,20673,118508,2480,1086,1109,6581,5068,459,8949408
1850,1,hyderabad,residential,basic,55618,867,3020,7519,84463,1302,511,700,1962,1459,240,3438841
950,1,kolkata,commercial,premium,61561,988,3138,7857,39916,907,439,402,2240,1394,205,3166909
3000,1,bangalore,residential,basic,110548,1678,6656,12196,139433,1483,746,1282,4002,2526,344,6034087
4100,2,chennai,residential,premium,506066,6824,26839,55123,384988,7994,4374,3301,20855,10888,1795,31279934
2950,1,ahmedabad,residential,premium,130173,2380,7760,20651,139484,3606,1350,1256,4880,3144,556,8951617
2950,2,jaipur,industrial,basic,122108,1970,6916,13914,254979,4538,1858,2621,4184,3327,722,8490565
1100,5,jaipur,residential,standard,167432,2577,10456,24568,249021,3691,1876,2132,6159,3862,798,10480969
1950,1,ahmedabad,residential,standard,62999,997,3444,9648,82497,1750,625,686,2851,1579,273,4014644
2450,2,ahmedabad,residential,basic,134018,2139,7387,15712,210973,3293,1498,1881,4546,3004,582,8086106
4200,1,jaipur,residential,standard,142561,2000,6910,19625,187403,3560,1332,1652,4668,3742,652,8376104
1050,1,kolkata,residential,premium,53153,738,3034,5811,42955,1166,475,468,1933,1161,233,3422214
2850,1,bangalore,commercial,standard,178193,2523,8634,24913,139651,2674,1003,1182,5361,4373,390,8294495
3900,2,ahmedabad,commercial,basic,276185,4527,16220,35397,363501,4319,2071,3324,9911,6587,1008,12121142
4300,1,kolkata,residential,standard,153229,2291,8509,18909,204940,3994,1340,1910,4856,3443,697,9328651
3300,1,bangalore,residential,premium,203153,3140,11354,26667,145760,4151,1682,1365,8644,4911,647,13299444
850,1,mumbai,residential,standard,46110,707,2594,6096,34579,831,270,364,1492,1094,123,2597203
3150,2,bangalore,residential,standard,270107,4798,14899,39812,284873,5764,2122,2457,11462,7521,998,17504782
1350,1,jaipur,commercial,premium,79398,1124,4233,10877,62761,1179,585,551,3005,1882,306,3881530
700,3,bangalore,residential,standard,90574,1463,5219,13560,92398,1859,703,889,4080,2185,318,5691690
3100,1,hyderabad,residential,standard,117402,1913,6979,15135,152614,1965,1058,1249,4008,3309,496,7920841
3400,1,hyderabad,residential,standard,143400,2180,7723,17420,158960,2373,1278,1299,4446,3152,475,8205503
1350,2,kolkata,residential,premium,126522,1932,7118,17958,112512,3678,1384,1153,5199,3077,617,8739638
1900,1,ahmedabad,residential,standard,68792,1034,3734,9848,93902,1186,710,814,2285,1653,265,3908857
800,2,jaipur,residential,standard,51914,839,2872,7455,75045,1591,502,658,2159,1393,230,3233636
2350,1,chennai,residential,basic,79410,1240,4304,12165,117461,1663,646,1020,2820,1996,281,4577653
3900,4,bangalore,residential,premium,920287,15545,55894,132362,761560,21108,7367,6350,32377,26030,3090,64580849
2250,1,kolkata,residential,premium,107675,1578,6341,12250,92701,2874,1044,989,3924,2529,488,7755332
1400,2,mumbai,commercial,basic,142838,2257,7684,22625,133666,1724,778,1114,5010,4163,307,6664457
4250,2,delhi,residential,premium,513228,8752,27602,77628,405172,9742,4418,3418,20942,13348,1785,33569998
4900,1,pune,commercial,standard,268545,4296,14827,33629,213941,3399,1594,2066,9633,6053,666,12276589
2700,1,ahmedabad,residential,premium,132641,2005,7153,18585,134630,3463,1452,1097,3991,2856,523,8444458
3250,2,mumbai,industrial,premium,369507,6300,21904,49406,296312,5650,2731,2556,12618,9938,1263,32513683
1900,2,jaipur,residential,premium,181106,2739,10487,25851,162461,4709,1631,1677,5704,4291,728,11606021
4400,3,jaipur,residential,standard,420425,6511,21908,47447,553918,9012,5057,5487,15269,11052,1805,25159125
1450,1,mumbai,residential,standard,76267,1243,4101,9409,59049,898,478,564,2838,1939,217,4455412
3200,3,jaipur,residential,basic,252569,3712,14336,30192,416723,6527,2828,3891,10032,6064,1119,14946419
4950,2,pune,industrial,standard,312497,5500,19713,39943,423419,7222,3179,4223,11702,7403,1353,25898294
3850,2,hyderabad,residential,premium,405006,7163,23623,56833,372749,8570,3629,2698,18738,10108,1531,28664332
2200,2,chennai,residential,premium,251347,4388,14256,34204,218012,4112,2051,1746,9955,6902,1012,16520974
400,3,kolkata,residential,premium,56642,928,3271,7496,56965,1511,610,521,2155,1446,261,4143831
1900,4,lucknow,residential,basic,197685,2612,9698,26987,347550,4804,2117,3175,7202,4812,903,11219385
